uniqid,isocntry,d63,qb7_2,class,trusttradm,trustwebonly,trustallm,trustnom,polorient,mediatrust
250000374,LV,3,1,MiddleClass,0,0,0,1,Center,TrustNone
230000375,LT,3,1,MiddleClass,1,1,1,0,Left,TrustAll
360000376,SI,3,1,MiddleClass,1,1,1,0,Left,TrustAll
250000377,LV,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
230000378,LT,3,2,MiddleClass,1,1,0,0,Center,TrustWebOnly
360000379,SI,4,1,UpperMiddleClass,1,0,0,0,Center,TrustTrad
250000380,LV,1,2,WorkingClass,1,0,0,0,Left,TrustTrad
360000381,SI,3,2,MiddleClass,1,0,0,0,Center,TrustTrad
360000382,SI,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
230000383,LT,3,1,MiddleClass,0,1,0,0,Center,TrustWebOnly
360000384,SI,2,2,LowerMiddle,1,0,0,0,FarLeft,TrustTrad
360000385,SI,1,1,WorkingClass,0,1,0,0,FarRight,TrustWebOnly
360000386,SI,3,2,MiddleClass,1,0,0,0,Left,TrustTrad
150000387,FI,3,2,MiddleClass,1,0,0,0,Center,TrustTrad
150000388,FI,3,1,MiddleClass,0,0,0,1,Right,TrustNone
360000389,SI,2,1,LowerMiddle,1,0,0,0,FarLeft,TrustTrad
360000390,SI,3,2,MiddleClass,1,0,0,0,FarLeft,TrustTrad
360000391,SI,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
230000392,LT,2,2,LowerMiddle,1,1,1,0,Center,TrustAll
360000393,SI,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
360000394,SI,3,1,MiddleClass,0,0,0,1,Center,TrustNone
30000395,BE,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
250000396,LV,4,1,UpperMiddleClass,1,1,1,0,Right,TrustAll
150000397,FI,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
360000398,SI,2,1,LowerMiddle,0,0,0,0,FarLeft,Other
150000399,FI,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
250000400,LV,3,2,MiddleClass,1,0,0,0,Center,TrustTrad
230000401,LT,3,1,MiddleClass,0,1,0,0,Right,TrustWebOnly
360000402,SI,4,2,UpperMiddleClass,1,0,0,0,Left,TrustTrad
250000403,LV,3,2,MiddleClass,0,0,0,1,Center,TrustNone
360000404,SI,2,2,LowerMiddle,0,0,0,1,Left,TrustNone
190000405,IE,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
360000406,SI,2,1,LowerMiddle,1,0,0,0,Left,TrustTrad
230000407,LT,2,1,LowerMiddle,1,1,0,0,FarRight,TrustWebOnly
250000408,LV,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
150000409,FI,4,2,UpperMiddleClass,1,0,0,0,Left,TrustTrad
250000410,LV,2,2,LowerMiddle,1,0,0,0,FarRight,TrustTrad
250000411,LV,3,2,MiddleClass,0,0,0,1,Center,TrustNone
30000412,BE,3,2,MiddleClass,1,0,0,0,Left,TrustTrad
360000413,SI,4,2,UpperMiddleClass,0,1,0,0,Left,TrustWebOnly
150000414,FI,2,2,LowerMiddle,1,0,0,0,Right,TrustTrad
230000415,LT,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
250000416,LV,2,1,LowerMiddle,1,0,0,0,Left,TrustTrad
360000417,SI,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
360000418,SI,3,1,MiddleClass,1,1,1,0,Right,TrustAll
360000419,SI,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
230000420,LT,5,2,UpperClass,0,0,0,1,FarLeft,TrustNone
230000421,LT,3,1,MiddleClass,1,1,0,0,Right,TrustWebOnly
360000422,SI,3,2,MiddleClass,1,0,0,0,Left,TrustTrad
230000423,LT,3,2,MiddleClass,0,0,0,1,Center,TrustNone
230000424,LT,2,1,LowerMiddle,1,1,1,0,Center,TrustAll
230000425,LT,1,1,WorkingClass,1,1,0,0,FarRight,TrustWebOnly
230000426,LT,1,2,WorkingClass,0,1,0,0,FarRight,TrustWebOnly
230000427,LT,3,2,MiddleClass,1,0,0,0,Left,TrustTrad
230000428,LT,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
230000429,LT,3,1,MiddleClass,1,1,1,0,Right,TrustAll
230000430,LT,1,1,WorkingClass,0,1,0,0,FarLeft,TrustWebOnly
230000431,LT,3,2,MiddleClass,1,0,0,0,Center,TrustTrad
360000432,SI,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
230000433,LT,3,1,MiddleClass,1,0,0,0,Refused/DNt,TrustTrad
230000434,LT,3,1,MiddleClass,1,1,1,0,Center,TrustAll
360000435,SI,2,2,LowerMiddle,1,0,0,0,Right,TrustTrad
230000436,LT,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
30000437,BE,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
230000438,LT,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
230000439,LT,3,1,MiddleClass,1,1,1,0,Center,TrustAll
230000440,LT,2,1,LowerMiddle,1,0,0,0,FarRight,TrustTrad
230000441,LT,3,1,MiddleClass,1,1,1,0,Center,TrustAll
230000442,LT,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
230000443,LT,3,2,MiddleClass,0,0,0,1,Center,TrustNone
230000444,LT,1,1,WorkingClass,1,0,0,0,Right,TrustTrad
230000445,LT,3,2,MiddleClass,1,1,1,0,Center,TrustAll
230000446,LT,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
250000447,LV,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
230000448,LT,1,1,WorkingClass,0,0,0,1,FarLeft,TrustNone
230000449,LT,2,1,LowerMiddle,0,0,0,1,Left,TrustNone
230000450,LT,1,1,WorkingClass,0,0,0,1,Center,TrustNone
360000451,SI,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
230000452,LT,4,2,UpperMiddleClass,1,0,0,0,Left,TrustTrad
230000453,LT,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
230000454,LT,3,2,MiddleClass,1,0,0,0,Center,TrustTrad
230000455,LT,3,1,MiddleClass,0,0,0,1,Center,TrustNone
230000456,LT,2,1,LowerMiddle,1,0,0,0,Right,TrustTrad
230000457,LT,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
230000458,LT,3,1,MiddleClass,1,1,1,0,Center,TrustAll
230000459,LT,3,1,MiddleClass,0,0,0,1,Center,TrustNone
230000460,LT,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
230000461,LT,2,2,LowerMiddle,1,0,0,0,Left,TrustTrad
230000462,LT,3,1,MiddleClass,0,0,0,1,Center,TrustNone
150000463,FI,3,1,MiddleClass,0,0,0,1,Right,TrustNone
230000464,LT,3,1,MiddleClass,1,1,1,0,Center,TrustAll
230000465,LT,3,1,MiddleClass,1,1,1,0,Right,TrustAll
230000466,LT,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
230000467,LT,3,1,MiddleClass,1,1,0,0,Center,TrustWebOnly
250000468,LV,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
360000469,SI,2,2,LowerMiddle,1,0,0,0,FarLeft,TrustTrad
230000470,LT,2,1,LowerMiddle,0,1,0,0,Center,TrustWebOnly
230000471,LT,2,1,LowerMiddle,1,1,1,0,Center,TrustAll
230000472,LT,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
150000473,FI,4,1,UpperMiddleClass,1,0,0,0,FarRight,TrustTrad
360000474,SI,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
230000475,LT,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
230000476,LT,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
230000477,LT,1,1,WorkingClass,1,1,1,0,FarLeft,TrustAll
230000478,LT,2,2,LowerMiddle,1,0,0,0,Right,TrustTrad
230000479,LT,1,2,WorkingClass,1,0,0,0,Center,TrustTrad
230000480,LT,3,1,MiddleClass,0,0,0,1,Center,TrustNone
230000481,LT,3,2,MiddleClass,1,0,0,0,FarRight,TrustTrad
250000482,LV,1,1,WorkingClass,1,0,0,0,Right,TrustTrad
230000483,LT,2,2,LowerMiddle,1,0,0,0,Refused/DNt,TrustTrad
230000484,LT,3,2,MiddleClass,1,0,0,0,Center,TrustTrad
230000485,LT,3,1,MiddleClass,0,1,0,0,Center,TrustWebOnly
230000486,LT,2,2,LowerMiddle,1,1,1,0,Left,TrustAll
230000487,LT,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
360000488,SI,2,1,LowerMiddle,0,0,0,1,Center,TrustNone
360000489,SI,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
230000490,LT,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
250000491,LV,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
230000492,LT,3,2,MiddleClass,1,0,0,0,Center,TrustTrad
230000493,LT,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
230000494,LT,3,2,MiddleClass,1,0,0,0,Left,TrustTrad
230000495,LT,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
360000496,SI,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
230000497,LT,3,1,MiddleClass,0,0,0,1,Center,TrustNone
360000498,SI,2,1,LowerMiddle,1,0,0,0,Left,TrustTrad
360000499,SI,3,2,MiddleClass,1,0,0,0,Right,TrustTrad
360000500,SI,1,1,WorkingClass,0,0,0,1,Center,TrustNone
250000501,LV,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
230000502,LT,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
230000503,LT,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
230000504,LT,1,1,WorkingClass,0,0,0,1,Center,TrustNone
250000505,LV,1,1,WorkingClass,1,1,1,0,Center,TrustAll
230000506,LT,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
360000507,SI,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
360000508,SI,1,1,WorkingClass,0,1,0,0,FarLeft,TrustWebOnly
230000509,LT,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
230000510,LT,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
360000511,SI,4,1,UpperMiddleClass,0,1,0,0,Center,TrustWebOnly
230000512,LT,2,2,LowerMiddle,0,0,0,1,Center,TrustNone
150000513,FI,3,1,MiddleClass,1,0,0,0,FarRight,TrustTrad
250000514,LV,4,1,UpperMiddleClass,1,1,1,0,Right,TrustAll
230000515,LT,1,1,WorkingClass,0,1,0,0,FarRight,TrustWebOnly
230000516,LT,2,2,LowerMiddle,1,0,0,0,Center,TrustTrad
230000517,LT,3,2,MiddleClass,0,0,0,1,Center,TrustNone
230000518,LT,1,1,WorkingClass,1,1,1,0,Left,TrustAll
360000519,SI,3,1,MiddleClass,1,1,0,0,FarRight,TrustWebOnly
230000520,LT,3,2,MiddleClass,1,0,0,0,Center,TrustTrad
360000521,SI,3,1,MiddleClass,0,0,0,1,FarRight,TrustNone
230000522,LT,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
360000523,SI,2,1,LowerMiddle,1,0,0,0,FarLeft,TrustTrad
360000524,SI,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
230000525,LT,3,1,MiddleClass,1,1,1,0,Center,TrustAll
150000526,FI,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
250000527,LV,3,1,MiddleClass,1,1,1,0,Right,TrustAll
360000528,SI,3,1,MiddleClass,1,1,0,0,Center,TrustWebOnly
230000529,LT,3,1,MiddleClass,0,0,0,1,FarRight,TrustNone
360000530,SI,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
360000531,SI,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
250000532,LV,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
230000533,LT,2,1,LowerMiddle,1,1,1,0,FarLeft,TrustAll
150000534,FI,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
150000535,FI,3,2,MiddleClass,1,0,0,0,FarLeft,TrustTrad
230000536,LT,2,1,LowerMiddle,1,1,0,0,FarLeft,TrustWebOnly
230000537,LT,3,1,MiddleClass,0,0,0,1,Right,TrustNone
230000538,LT,3,1,MiddleClass,1,1,0,0,Center,TrustWebOnly
150000539,FI,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
250000540,LV,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
230000541,LT,4,1,UpperMiddleClass,1,0,0,0,Right,TrustTrad
230000542,LT,1,1,WorkingClass,1,1,1,0,Center,TrustAll
230000543,LT,3,2,MiddleClass,0,0,0,1,Center,TrustNone
250000544,LV,3,1,MiddleClass,1,1,0,0,Center,TrustWebOnly
230000545,LT,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
230000546,LT,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
230000547,LT,3,1,MiddleClass,0,0,0,1,Center,TrustNone
250000548,LV,4,1,UpperMiddleClass,0,1,0,0,FarRight,TrustWebOnly
230000549,LT,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
150000550,FI,2,1,LowerMiddle,1,0,0,0,Right,TrustTrad
360000551,SI,3,2,MiddleClass,0,0,0,0,Left,Other
230000552,LT,4,1,UpperMiddleClass,0,0,0,1,FarLeft,TrustNone
120000553,EE,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
230000554,LT,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
230000555,LT,2,1,LowerMiddle,0,0,0,1,Right,TrustNone
120000556,EE,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
250000557,LV,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
250000558,LV,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
250000559,LV,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
230000560,LT,3,1,MiddleClass,0,0,0,1,Center,TrustNone
150000561,FI,4,1,UpperMiddleClass,1,0,0,0,Right,TrustTrad
360000562,SI,2,1,LowerMiddle,0,1,0,0,FarLeft,TrustWebOnly
230000563,LT,1,1,WorkingClass,1,1,1,0,Center,TrustAll
230000564,LT,3,1,MiddleClass,1,1,0,0,Center,TrustWebOnly
250000565,LV,3,1,MiddleClass,0,0,0,1,Center,TrustNone
230000566,LT,2,1,LowerMiddle,0,1,0,0,Center,TrustWebOnly
230000567,LT,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
250000568,LV,3,2,MiddleClass,0,0,0,1,Center,TrustNone
250000569,LV,3,1,MiddleClass,1,1,1,0,Right,TrustAll
360000570,SI,3,1,MiddleClass,0,0,0,1,Center,TrustNone
230000571,LT,1,2,WorkingClass,1,1,1,0,Right,TrustAll
360000572,SI,3,1,MiddleClass,0,1,0,0,FarRight,TrustWebOnly
360000573,SI,3,1,MiddleClass,0,1,0,0,Right,TrustWebOnly
230000574,LT,2,1,LowerMiddle,0,0,0,1,Left,TrustNone
360000575,SI,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
250000576,LV,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
230000577,LT,4,1,UpperMiddleClass,1,1,1,0,FarLeft,TrustAll
250000578,LV,3,1,MiddleClass,0,1,0,0,Center,TrustWebOnly
230000579,LT,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
360000580,SI,3,1,MiddleClass,1,0,0,0,FarLeft,TrustTrad
230000581,LT,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
360000582,SI,2,1,LowerMiddle,1,0,0,0,Right,TrustTrad
230000583,LT,3,1,MiddleClass,1,1,0,0,Center,TrustWebOnly
230000584,LT,2,1,LowerMiddle,1,1,1,0,FarRight,TrustAll
150000585,FI,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
360000586,SI,2,1,LowerMiddle,0,0,0,1,Center,TrustNone
230000587,LT,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
360000588,SI,3,1,MiddleClass,1,0,0,0,FarLeft,TrustTrad
250000589,LV,3,1,MiddleClass,0,0,0,1,Center,TrustNone
360000590,SI,3,1,MiddleClass,0,1,0,0,Center,TrustWebOnly
230000591,LT,2,1,LowerMiddle,0,0,0,1,Center,TrustNone
250000592,LV,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
30000593,BE,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
250000594,LV,2,1,LowerMiddle,1,0,0,0,Right,TrustTrad
360000595,SI,2,1,LowerMiddle,0,1,0,0,Right,TrustWebOnly
230000596,LT,3,1,MiddleClass,1,1,1,0,Center,TrustAll
230000597,LT,1,1,WorkingClass,1,1,1,0,FarRight,TrustAll
230000598,LT,5,1,UpperClass,1,1,1,0,Right,TrustAll
230000599,LT,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
230000600,LT,3,1,MiddleClass,1,1,1,0,Right,TrustAll
230000601,LT,3,1,MiddleClass,0,0,0,1,Center,TrustNone
230000602,LT,3,1,MiddleClass,1,1,1,0,FarRight,TrustAll
360000603,SI,2,2,LowerMiddle,1,0,0,0,Center,TrustTrad
360000604,SI,3,2,MiddleClass,0,0,0,1,Center,TrustNone
360000605,SI,2,1,LowerMiddle,1,0,0,0,Left,TrustTrad
230000606,LT,4,1,UpperMiddleClass,1,0,0,0,Center,TrustTrad
360000607,SI,3,2,MiddleClass,1,0,0,0,Center,TrustTrad
230000608,LT,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
360000609,SI,3,2,MiddleClass,1,0,0,0,FarLeft,TrustTrad
230000610,LT,1,1,WorkingClass,1,1,0,0,Right,TrustWebOnly
230000611,LT,5,1,UpperClass,1,0,0,0,FarRight,TrustTrad
230000612,LT,3,1,MiddleClass,1,1,1,0,FarRight,TrustAll
230000613,LT,3,2,MiddleClass,1,0,0,0,FarRight,TrustTrad
360000614,SI,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
360000615,SI,4,1,UpperMiddleClass,0,0,0,1,FarRight,TrustNone
360000616,SI,3,1,MiddleClass,1,0,0,0,FarLeft,TrustTrad
150000617,FI,1,1,WorkingClass,1,0,0,0,FarLeft,TrustTrad
360000618,SI,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
360000619,SI,3,1,MiddleClass,0,1,0,0,Center,TrustWebOnly
360000620,SI,3,2,MiddleClass,1,0,0,0,Center,TrustTrad
150000621,FI,2,1,LowerMiddle,1,0,0,0,Left,TrustTrad
150000622,FI,3,2,MiddleClass,1,0,0,0,FarLeft,TrustTrad
150000623,FI,3,1,MiddleClass,1,0,0,0,Refused/DNt,TrustTrad
360000624,SI,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
360000625,SI,3,1,MiddleClass,0,0,0,1,Center,TrustNone
150000626,FI,1,1,WorkingClass,0,0,0,1,Center,TrustNone
360000627,SI,2,1,LowerMiddle,1,0,0,0,FarRight,TrustTrad
250000628,LV,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
230000629,LT,3,1,MiddleClass,1,0,0,0,FarLeft,TrustTrad
360000630,SI,4,2,UpperMiddleClass,1,0,0,0,Left,TrustTrad
360000631,SI,2,1,LowerMiddle,0,0,0,1,Left,TrustNone
250000632,LV,4,1,UpperMiddleClass,1,0,0,0,Right,TrustTrad
230000633,LT,3,1,MiddleClass,1,0,0,0,FarRight,TrustTrad
360000634,SI,1,1,WorkingClass,0,1,0,0,FarLeft,TrustWebOnly
360000635,SI,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
150000636,FI,3,2,MiddleClass,1,0,0,0,Left,TrustTrad
30000637,BE,4,1,UpperMiddleClass,1,0,0,0,Left,TrustTrad
360000638,SI,3,1,MiddleClass,0,0,0,1,Left,TrustNone
360000639,SI,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
250000640,LV,3,2,MiddleClass,1,0,0,0,Center,TrustTrad
150000641,FI,4,1,UpperMiddleClass,1,0,0,0,Center,TrustTrad
360000642,SI,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
230000643,LT,3,1,MiddleClass,0,1,0,0,Center,TrustWebOnly
360000644,SI,3,1,MiddleClass,1,0,0,0,FarLeft,TrustTrad
250000645,LV,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
250000646,LV,1,1,WorkingClass,0,0,0,1,Center,TrustNone
250000647,LV,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
360000648,SI,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
360000649,SI,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
230000650,LT,3,1,MiddleClass,1,0,0,0,FarRight,TrustTrad
360000651,SI,3,1,MiddleClass,0,1,0,0,Right,TrustWebOnly
190000652,IE,4,2,UpperMiddleClass,1,0,0,0,Left,TrustTrad
360000653,SI,3,1,MiddleClass,0,0,0,1,FarRight,TrustNone
250000654,LV,3,1,MiddleClass,1,0,0,0,FarRight,TrustTrad
230000655,LT,2,1,LowerMiddle,1,1,1,0,Right,TrustAll
360000656,SI,4,1,UpperMiddleClass,0,1,0,0,Refused/DNt,TrustWebOnly
250000657,LV,2,1,LowerMiddle,1,0,0,0,FarRight,TrustTrad
230000658,LT,4,1,UpperMiddleClass,1,0,0,0,Right,TrustTrad
230000659,LT,4,1,UpperMiddleClass,1,0,0,0,Center,TrustTrad
360000660,SI,2,1,LowerMiddle,0,1,0,0,Right,TrustWebOnly
230000661,LT,2,1,LowerMiddle,1,0,0,0,Left,TrustTrad
360000662,SI,1,1,WorkingClass,1,0,0,0,Left,TrustTrad
230000663,LT,3,2,MiddleClass,1,0,0,0,Right,TrustTrad
250000664,LV,3,1,MiddleClass,1,1,1,0,Right,TrustAll
230000665,LT,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
230000666,LT,2,1,LowerMiddle,1,1,1,0,Center,TrustAll
230000667,LT,3,1,MiddleClass,0,0,0,1,Right,TrustNone
360000668,SI,3,2,MiddleClass,1,0,0,0,FarLeft,TrustTrad
230000669,LT,1,1,WorkingClass,0,0,0,1,Center,TrustNone
150000670,FI,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
360000671,SI,1,1,WorkingClass,0,0,0,1,Center,TrustNone
150000672,FI,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
250000673,LV,3,4,MiddleClass,1,0,0,0,Center,TrustTrad
230000674,LT,4,1,UpperMiddleClass,1,0,0,0,FarRight,TrustTrad
250000675,LV,3,1,MiddleClass,1,1,0,0,Right,TrustWebOnly
250000676,LV,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
230000677,LT,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
230000678,LT,3,1,MiddleClass,1,1,1,0,Right,TrustAll
230000679,LT,2,1,LowerMiddle,1,0,0,0,Left,TrustTrad
230000680,LT,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
360000681,SI,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
360000682,SI,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
360000683,SI,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
230000684,LT,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
230000685,LT,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
230000686,LT,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
360000687,SI,3,1,MiddleClass,0,0,0,1,Refused/DNt,TrustNone
360000688,SI,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
230000689,LT,4,1,UpperMiddleClass,0,0,0,1,Right,TrustNone
360000690,SI,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
230000691,LT,1,1,WorkingClass,1,1,0,0,Center,TrustWebOnly
360000692,SI,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
230000693,LT,2,1,LowerMiddle,1,0,0,0,FarRight,TrustTrad
230000694,LT,2,1,LowerMiddle,1,1,1,0,Center,TrustAll
230000695,LT,2,2,LowerMiddle,1,0,0,0,Refused/DNt,TrustTrad
230000696,LT,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
230000697,LT,2,1,LowerMiddle,1,0,0,0,Right,TrustTrad
230000698,LT,2,1,LowerMiddle,0,1,0,0,Center,TrustWebOnly
360000699,SI,1,1,WorkingClass,0,1,0,0,FarRight,TrustWebOnly
360000700,SI,3,2,MiddleClass,1,0,0,0,Center,TrustTrad
230000701,LT,1,1,WorkingClass,0,1,0,0,Left,TrustWebOnly
360000702,SI,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
230000703,LT,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
360000704,SI,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
360000705,SI,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
360000706,SI,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
360000707,SI,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
230000708,LT,3,1,MiddleClass,1,1,1,0,Left,TrustAll
230000709,LT,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
360000710,SI,1,1,WorkingClass,1,0,0,0,Left,TrustTrad
250000711,LV,1,2,WorkingClass,0,0,0,1,Right,TrustNone
230000712,LT,5,1,UpperClass,1,1,1,0,FarRight,TrustAll
230000713,LT,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
360000714,SI,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
250000715,LV,3,1,MiddleClass,1,1,1,0,Center,TrustAll
230000716,LT,2,1,LowerMiddle,1,1,1,0,FarLeft,TrustAll
250000717,LV,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
360000718,SI,2,2,LowerMiddle,1,0,0,0,Right,TrustTrad
250000719,LV,3,1,MiddleClass,1,1,1,0,Center,TrustAll
230000720,LT,2,1,LowerMiddle,0,0,0,1,Center,TrustNone
230000721,LT,3,1,MiddleClass,0,0,0,1,Center,TrustNone
230000722,LT,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
230000723,LT,2,1,LowerMiddle,0,1,0,0,Left,TrustWebOnly
250000724,LV,2,1,LowerMiddle,1,1,1,0,Center,TrustAll
230000725,LT,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
360000726,SI,3,1,MiddleClass,0,0,0,1,Center,TrustNone
360000727,SI,2,1,LowerMiddle,1,0,0,0,Left,TrustTrad
360000728,SI,3,1,MiddleClass,0,1,0,0,FarLeft,TrustWebOnly
230000729,LT,2,1,LowerMiddle,1,0,0,0,Right,TrustTrad
360000730,SI,2,1,LowerMiddle,1,0,0,0,FarLeft,TrustTrad
250000731,LV,1,1,WorkingClass,1,1,1,0,Center,TrustAll
230000732,LT,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
230000733,LT,3,1,MiddleClass,0,1,0,0,Right,TrustWebOnly
360000734,SI,3,1,MiddleClass,1,1,0,0,Left,TrustWebOnly
230000735,LT,2,1,LowerMiddle,1,1,1,0,Center,TrustAll
250000736,LV,1,1,WorkingClass,1,0,0,0,Left,TrustTrad
360000737,SI,3,1,MiddleClass,1,1,1,0,FarLeft,TrustAll
230000738,LT,3,1,MiddleClass,1,1,1,0,Center,TrustAll
230000739,LT,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
360000740,SI,2,2,LowerMiddle,1,0,0,0,FarLeft,TrustTrad
120000741,EE,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
360000742,SI,3,1,MiddleClass,0,0,0,1,Right,TrustNone
230000743,LT,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
360000744,SI,2,1,LowerMiddle,1,0,0,0,FarRight,TrustTrad
250000745,LV,3,1,MiddleClass,0,1,0,0,Center,TrustWebOnly
360000746,SI,4,1,UpperMiddleClass,1,0,0,0,Left,TrustTrad
230000747,LT,2,1,LowerMiddle,1,0,0,0,FarRight,TrustTrad
150000748,FI,1,1,WorkingClass,1,0,0,0,Right,TrustTrad
230000749,LT,4,1,UpperMiddleClass,1,1,1,0,FarRight,TrustAll
250000750,LV,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
