,uniqid,d63,class,polorient,mediatrust,trustnom,trustallm,trustwebonly,trusttradm,qa6a_1,qa6a_2,qa6a_5,qa6a_3,qa6at,qa6a_4,d63,d15a,d1r2,d1,d11r1,d10,d1r1,d15a_r1,d11,d11r2,d15a_r2
202,196315635,3,MiddleClass,Left,TrustAll,0,0,0,1,1,1,1,1,2,1,3,10,2,4,1,1,3,2,34,2,1
203,349742114,1,LowerMiddle,Left,TrustNone,0,0,0,1,2,1,2,1,2,2,1,0,1,8,2,1,3,2,34,5,6
204,416432235,2,UpperClass,Left,TrustNone,0,0,0,1,2,3,2,3,1,2,2,12,3,6,2,1,2,1,71,6,4
205,458936084,3,MiddleClass,Center,TrustNone,0,0,0,1,1,1,2,2,2,1,3,1,3,5,2,1,1,2,63,2,8
206,221852212,1,UpperMiddleClass,Left,TrustTrad,0,0,0,1,2,1,2,1,2,2,1,11,2,4,3,1,3,1,26,4,3
207,163636866,1,UpperClass,Left,Other,0,0,0,1,2,1,2,2,2,2,1,17,2,5,2,1,1,1,39,4,1
208,256530290,5,WorkingClass,Center,Other,0,0,0,1,2,2,2,1,2,1,5,14,9,98,3,2,2,2,41,6,2
209,280291073,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,1,1,1,3,1,2,4,1,1,3,2,73,3,3
210,337612620,1,WorkingClass,FarLeft,Other,0,0,0,0,2,2,3,2,3,3,1,4,2,98,3,1,3,3,93,4,7
211,134887975,1,MiddleClass,Right,TrustAll,0,0,0,1,1,1,1,1,2,1,1,7,2,6,3,1,3,2,79,5,2
212,230736480,3,UpperMiddleClass,Right,TrustTrad,0,0,0,1,1,1,1,1,2,1,3,9,4,8,3,1,3,2,32,2,4
213,23158409,2,MiddleClass,Center,TrustTrad,0,0,0,1,1,2,2,1,2,1,2,9,3,1,2,2,3,3,26,2,3
214,356549761,3,WorkingClass,Center,TrustNone,0,0,0,0,2,3,2,2,2,2,3,0,9,9,3,1,2,2,45,5,4
215,470769614,3,UpperMiddleClass,Center,TrustAll,0,0,0,1,1,1,2,1,2,1,3,12,2,6,3,1,2,3,38,4,2
216,485861962,1,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,1,3,2,1,0,2,2,2,1,2,2,45,3,1
217,460697952,3,MiddleClass,Left,TrustTrad,0,0,0,0,2,1,2,2,3,1,3,2,2,4,3,2,1,2,87,2,6
218,469151598,1,LowerMiddle,Refused/DNt,TrustNone,0,0,0,0,3,2,1,1,3,1,1,12,3,1,4,2,1,2,51,3,4
219,437969302,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,18,2,7,2,1,3,1,29,5,8
220,268645907,1,WorkingClass,Refused/DNt,TrustWebOnly,1,0,0,0,2,2,3,2,3,1,1,2,3,97,2,1,3,3,91,5,4
221,30085368,2,UpperMiddleClass,Center,TrustTrad,0,0,0,1,1,1,1,2,2,1,2,7,4,7,3,1,3,2,57,2,7
222,349599034,3,WorkingClass,Center,TrustNone,1,0,0,1,2,2,2,2,3,2,3,12,9,6,3,1,2,3,99,5,7
223,243618778,1,WorkingClass,Refused/DNt,TrustNone,1,0,0,0,2,2,3,2,1,1,1,17,9,4,4,1,1,1,33,3,7
224,453728177,3,WorkingClass,Left,TrustNone,0,0,0,1,2,2,1,1,3,3,3,5,3,5,4,2,3,3,99,2,3
225,386626200,1,WorkingClass,Right,TrustNone,0,0,0,0,3,2,2,2,1,2,1,2,5,97,4,1,2,3,89,6,7
226,266468542,5,MiddleClass,FarRight,TrustTrad,0,0,0,1,1,1,2,1,2,1,5,3,1,2,1,1,3,1,19,2,4
227,365462881,1,LowerMiddle,Right,TrustTrad,0,0,0,1,2,2,3,2,2,1,1,11,3,6,2,2,3,3,44,2,6
228,285714380,4,WorkingClass,Center,Other,0,0,0,1,1,2,2,2,1,1,4,0,2,1,1,1,2,3,22,4,6
229,142528957,3,UpperMiddleClass,Center,TrustAll,0,0,0,1,1,1,1,1,2,3,3,11,2,2,3,1,3,3,69,2,4
230,459423163,3,MiddleClass,Center,TrustWebOnly,0,0,0,0,2,1,1,1,2,2,3,15,2,7,4,1,1,3,18,3,6
231,229802939,3,UpperClass,Center,Other,0,0,0,0,1,2,3,3,3,2,3,8,2,4,2,1,2,2,44,3,7
232,142142306,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,1,2,1,3,3,2,9,3,2,2,3,45,1,8
233,60518086,3,UpperMiddleClass,Center,TrustNone,0,0,0,1,1,1,2,2,2,2,3,12,2,5,3,1,1,2,35,1,2
234,81526083,3,WorkingClass,FarRight,Other,0,0,0,1,2,2,1,3,2,2,3,3,3,9,1,1,3,3,39,6,3
235,448966629,1,MiddleClass,Left,TrustNone,0,0,0,1,2,2,1,1,3,2,1,1,2,3,4,1,1,3,23,4,1
236,384259234,3,LowerMiddle,Center,TrustTrad,0,0,0,1,1,2,2,1,3,1,3,2,2,4,3,1,3,3,26,5,5
237,306409216,3,LowerMiddle,Refused/DNt,TrustTrad,0,0,0,1,2,2,2,1,2,1,3,2,2,3,2,1,2,3,72,3,8
238,467592903,3,LowerMiddle,Center,TrustTrad,0,0,0,1,3,1,1,1,2,1,3,15,2,8,2,1,3,3,72,2,7
239,287855855,3,UpperClass,Center,TrustNone,0,0,0,1,3,2,2,2,3,3,3,4,2,4,2,1,3,3,91,6,6
240,309654000,1,WorkingClass,Center,TrustNone,1,0,0,1,1,2,2,2,3,2,1,16,3,9,3,1,3,2,76,6,1
241,276258384,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,2,2,1,3,19,3,8,2,1,3,2,64,1,4
242,277785875,1,WorkingClass,FarLeft,TrustAll,1,0,0,0,2,2,1,2,3,2,1,2,3,10,4,1,3,1,15,3,5
243,-31495080,1,MiddleClass,Right,TrustTrad,0,0,0,0,2,1,2,2,2,1,1,3,2,8,2,1,2,2,41,4,1
244,168801183,3,MiddleClass,Left,TrustAll,0,0,0,1,1,1,2,1,1,1,3,5,2,6,3,1,2,2,75,4,3
245,377856061,1,WorkingClass,Center,TrustAll,0,0,0,0,2,2,2,2,3,1,1,14,9,7,4,1,9,3,94,6,6
246,349683954,3,LowerMiddle,Right,TrustNone,0,0,0,1,1,1,2,1,2,1,3,0,3,2,4,1,1,3,27,2,2
247,450113366,3,MiddleClass,Right,TrustAll,0,0,0,0,1,1,1,1,2,1,3,2,3,8,4,1,2,2,62,2,3
248,384454050,2,MiddleClass,Right,TrustWebOnly,0,0,0,1,2,2,3,1,3,2,2,20,1,97,2,2,1,2,94,5,4
249,275774914,3,LowerMiddle,Left,TrustNone,0,0,0,1,1,2,1,2,2,1,3,0,1,6,2,1,2,3,48,6,4
250,113005884,3,LowerMiddle,FarRight,TrustNone,0,0,0,1,2,3,1,1,2,1,3,0,5,4,3,1,2,2,70,4,4
251,344542480,1,LowerMiddle,Center,TrustAll,0,0,0,1,1,1,2,1,1,3,1,14,2,8,3,1,3,2,37,2,8
252,481860355,1,WorkingClass,Right,Other,0,0,0,0,2,2,1,2,1,1,1,2,5,5,3,1,1,3,63,4,7
253,133942493,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,1,1,1,3,12,2,4,3,1,1,2,28,3,2
254,252580753,3,UpperMiddleClass,Left,TrustTrad,0,0,0,1,2,2,2,1,2,1,3,3,2,1,2,1,3,2,52,2,4
255,320920936,3,MiddleClass,FarRight,Other,0,0,0,1,2,2,2,2,2,1,3,0,2,4,3,1,2,3,48,6,7
256,456421531,3,UpperClass,Left,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,3,4,1,2,1,2,3,93,6,4
257,149495607,3,LowerMiddle,Left,TrustAll,0,0,0,1,1,1,2,1,2,1,3,12,1,3,2,2,1,2,96,1,4
258,330591194,3,LowerMiddle,Left,TrustTrad,0,0,0,1,2,2,2,1,1,3,3,12,1,9,4,1,3,3,99,6,1
259,282181265,1,WorkingClass,FarLeft,TrustNone,0,0,0,0,2,2,3,2,3,1,1,0,9,9,4,1,1,2,55,3,6
260,261386521,3,LowerMiddle,Left,TrustAll,0,0,0,1,2,1,2,1,2,1,3,20,3,98,3,1,3,2,30,2,6
261,197917155,2,WorkingClass,Refused/DNt,Other,0,0,0,0,2,3,1,2,3,2,2,5,2,5,1,1,1,3,73,4,4
262,422108211,1,MiddleClass,Center,TrustNone,0,0,0,1,1,2,1,1,2,1,1,5,4,8,2,2,2,3,88,4,5
263,438129602,3,MiddleClass,Center,TrustTrad,0,0,0,1,3,1,1,1,2,1,3,0,2,2,3,1,1,2,57,2,4
264,415106800,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,2,1,1,2,1,3,3,1,5,1,1,1,2,48,6,5
265,291470632,3,UpperClass,Left,TrustTrad,0,0,0,1,1,2,2,2,2,2,3,0,2,2,3,1,1,2,50,4,7
266,338067127,1,WorkingClass,Center,TrustNone,0,0,0,0,2,2,2,2,2,3,1,1,4,5,2,1,2,3,33,3,6
267,-12523660,1,MiddleClass,Right,TrustTrad,1,0,0,1,1,1,2,1,2,1,1,20,5,6,2,2,2,3,60,1,2
268,299212421,3,WorkingClass,Refused/DNt,TrustNone,1,0,0,0,2,2,1,2,2,2,3,0,2,4,4,1,1,2,95,6,4
269,471866368,1,LowerMiddle,Center,TrustAll,0,0,0,1,2,1,3,1,2,1,1,0,3,2,2,2,3,2,20,4,2
270,383383462,3,LowerMiddle,Left,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,18,4,4,2,1,1,2,53,4,5
271,-15145129,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,2,2,1,1,3,3,9,4,4,2,2,1,3,49,3,6
272,8836037,3,MiddleClass,Center,TrustTrad,1,0,0,0,2,2,2,2,3,2,3,0,3,5,3,2,2,3,33,4,7
273,57242898,3,MiddleClass,FarRight,TrustAll,0,0,0,1,1,1,2,1,2,2,3,8,1,4,3,1,1,2,23,2,2
274,307222355,1,LowerMiddle,Center,TrustWebOnly,1,0,0,0,2,2,3,2,3,1,1,5,3,1,4,1,2,3,68,2,7
275,409208718,3,WorkingClass,Center,TrustTrad,0,0,0,1,1,2,2,1,2,1,3,13,1,2,1,2,1,1,68,1,7
276,392740606,1,MiddleClass,FarLeft,TrustNone,1,0,0,0,2,2,2,2,2,2,1,18,3,6,2,2,1,2,80,5,3
277,476844216,3,WorkingClass,Right,TrustWebOnly,0,0,0,0,2,2,2,1,2,2,3,0,3,9,4,2,2,3,37,3,6
278,-24759932,1,WorkingClass,Center,TrustNone,1,0,0,0,2,2,2,2,3,2,1,4,3,98,3,2,9,3,82,2,7
279,401833284,4,MiddleClass,Left,TrustAll,0,0,0,1,1,1,2,1,2,1,4,12,3,3,1,1,3,2,45,6,2
280,478602076,3,MiddleClass,Center,TrustTrad,0,0,0,1,1,1,2,2,2,1,3,12,2,6,3,1,1,2,13,3,5
281,326943230,3,WorkingClass,Center,TrustAll,0,0,0,0,3,1,1,3,3,2,3,14,2,9,1,2,3,3,87,6,7
282,127506340,3,UpperMiddleClass,Left,TrustAll,0,0,0,1,1,1,2,1,2,2,3,4,2,3,4,1,2,2,75,5,2
283,390685088,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,1,2,1,3,10,2,5,3,1,3,2,35,2,8
284,268568155,3,MiddleClass,Center,TrustAll,0,0,0,1,1,2,2,1,2,1,3,4,1,2,2,1,2,2,63,3,3
285,171884750,3,MiddleClass,Left,TrustNone,0,0,0,0,2,1,2,2,3,1,3,-1,4,4,3,2,2,1,68,4,1
286,272999789,3,WorkingClass,Center,TrustNone,0,0,0,0,2,2,2,1,2,2,3,4,2,2,1,2,3,1,48,3,6
287,288573619,3,MiddleClass,Center,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,15,2,6,3,1,1,3,64,2,1
288,179234708,3,MiddleClass,Center,TrustAll,0,0,0,1,2,2,2,1,1,1,3,19,2,3,4,2,3,2,50,5,3
289,33268,2,MiddleClass,Center,TrustNone,0,0,0,1,1,1,2,1,2,2,2,4,4,5,3,1,1,2,84,2,1
290,389299668,3,MiddleClass,Center,TrustAll,0,0,0,1,2,1,2,1,2,1,3,0,4,6,2,1,3,3,51,4,4
291,415230294,1,MiddleClass,Left,TrustWebOnly,1,0,0,1,3,1,2,2,2,1,1,0,3,9,4,1,3,1,21,4,4
292,186800823,4,MiddleClass,Center,TrustNone,0,0,0,0,1,1,2,2,1,2,4,14,5,5,3,1,3,1,79,4,5
293,441589723,3,UpperClass,Left,TrustAll,0,0,0,1,1,1,2,1,2,2,3,0,3,9,3,1,2,3,85,2,8
294,146030636,3,LowerMiddle,Left,TrustNone,0,0,0,0,1,2,2,2,3,1,3,10,2,9,4,1,3,3,75,6,6
295,17069747,3,LowerMiddle,Center,TrustWebOnly,0,0,0,0,1,1,1,1,2,1,3,8,2,98,2,1,3,3,92,2,7
296,191782155,4,MiddleClass,Center,TrustTrad,0,0,0,1,1,1,2,1,2,1,4,0,4,2,3,1,2,2,27,3,2
297,38274140,3,LowerMiddle,FarLeft,TrustNone,0,0,0,0,1,1,2,2,2,1,3,17,2,5,3,1,3,3,76,2,7
298,392163748,1,LowerMiddle,Refused/DNt,TrustWebOnly,1,0,0,1,2,1,1,2,2,1,1,2,3,97,4,2,3,3,64,6,5
299,471455943,9,WorkingClass,Left,TrustNone,1,0,0,0,1,2,2,1,1,1,9,1,3,6,4,2,2,3,92,6,6
300,240676608,1,WorkingClass,FarRight,TrustNone,0,0,0,0,1,2,2,2,2,1,1,4,5,1,4,1,3,3,39,4,5
301,291214258,3,WorkingClass,Left,TrustTrad,0,0,0,1,1,1,2,1,1,1,3,13,1,8,3,1,1,2,61,5,7
302,393200377,3,WorkingClass,Center,TrustNone,0,0,0,1,2,2,2,2,2,1,3,2,1,6,4,2,3,2,13,3,3
303,107170800,1,LowerMiddle,Center,TrustNone,1,0,0,0,2,2,1,2,3,2,1,0,3,5,3,1,3,3,84,5,4
304,292447854,3,MiddleClass,Left,TrustNone,0,0,0,1,1,2,3,1,3,1,3,10,2,4,1,1,1,3,64,2,3
305,273189576,5,WorkingClass,Refused/DNt,TrustWebOnly,1,0,0,0,2,2,2,2,2,1,5,19,5,6,3,1,3,2,63,5,4
306,230760283,3,MiddleClass,Right,TrustAll,0,0,0,1,1,1,1,1,2,1,3,20,1,1,3,1,2,2,19,3,8
307,272621074,1,WorkingClass,FarLeft,TrustNone,0,0,0,0,2,3,2,2,3,3,1,10,9,98,3,1,9,3,92,3,6
308,100619909,8,WorkingClass,FarRight,TrustWebOnly,0,0,0,1,2,2,2,3,3,3,8,4,9,1,3,1,3,3,99,6,6
309,395773493,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,3,1,2,3,2,3,3,4,2,2,1,3,1,92,5,1
310,364840208,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,10,2,8,3,1,2,2,50,4,2
311,436893492,3,UpperMiddleClass,Right,TrustTrad,0,0,0,0,1,1,1,1,1,1,3,5,2,7,2,2,2,3,24,3,7
312,34510461,3,LowerMiddle,Left,TrustAll,0,0,0,1,1,1,1,1,2,1,3,-1,2,4,2,1,2,1,49,4,4
313,456494592,1,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,1,2,2,1,0,2,6,2,2,2,2,29,3,8
314,468465952,3,LowerMiddle,Center,TrustNone,0,0,0,1,3,2,2,2,2,2,3,0,3,5,3,2,2,2,54,2,2
315,467680630,3,LowerMiddle,Center,TrustWebOnly,0,0,0,1,1,1,2,1,2,1,3,2,3,5,2,1,1,1,71,5,2
316,55629829,1,MiddleClass,Center,TrustTrad,0,0,0,1,1,1,1,1,2,1,1,14,2,4,3,2,1,2,55,5,7
317,315891290,3,MiddleClass,Center,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,13,2,4,4,1,3,2,76,2,4
318,371596033,3,UpperMiddleClass,Right,TrustTrad,0,0,0,1,1,1,1,1,1,1,3,6,3,2,2,1,3,1,98,3,7
319,118333674,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,13,2,9,3,1,1,2,44,2,3
320,203220095,1,WorkingClass,Center,TrustNone,0,0,0,1,3,2,2,1,2,2,1,1,4,5,3,2,3,3,98,2,7
321,265459620,3,LowerMiddle,Center,TrustAll,0,0,0,1,1,1,1,1,2,1,3,18,2,4,1,1,3,2,39,5,7
322,271589591,3,UpperMiddleClass,Right,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,0,9,2,3,1,3,1,28,4,7
323,104593716,3,LowerMiddle,Center,TrustNone,0,0,0,1,1,1,2,1,2,2,3,15,2,4,4,1,3,2,26,5,5
324,313770958,3,UpperMiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,1,1,1,3,14,3,5,3,1,2,2,21,1,2
325,344824367,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,2,2,2,2,1,1,1,60,3,8
326,64415471,1,LowerMiddle,Left,TrustNone,1,0,0,0,3,2,2,2,3,2,1,4,9,97,4,2,9,3,38,6,8
327,458716038,3,MiddleClass,Right,TrustTrad,0,0,0,1,1,1,1,1,2,1,3,2,1,4,1,1,3,1,45,3,5
328,66833781,3,WorkingClass,Refused/DNt,TrustWebOnly,0,0,0,1,3,2,2,2,2,3,3,6,1,9,1,1,3,2,76,6,4
329,376527841,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,1,2,1,3,-1,2,98,2,1,3,2,41,3,1
330,281580035,3,UpperMiddleClass,Center,TrustTrad,0,0,0,1,2,2,2,1,3,1,3,3,3,8,3,1,1,2,65,5,1
331,349528557,5,UpperClass,Right,TrustTrad,1,0,0,1,1,2,2,1,1,1,5,13,3,9,1,1,1,2,32,5,8
332,356965838,3,MiddleClass,Left,TrustAll,0,0,0,1,1,1,3,1,2,1,3,1,4,10,2,1,3,1,40,4,7
333,88604177,3,MiddleClass,Left,TrustNone,1,0,0,0,2,1,2,2,2,2,3,3,2,2,3,1,2,3,98,6,1
334,106087606,3,WorkingClass,Left,TrustNone,0,0,0,0,3,2,1,2,2,1,3,3,2,98,4,1,1,3,65,3,3
335,83896965,3,MiddleClass,FarRight,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,16,4,2,4,1,2,3,70,5,6
336,84676335,3,WorkingClass,Left,TrustNone,0,0,0,1,2,2,1,1,2,2,3,3,3,9,3,1,2,3,75,2,3
337,468606310,3,MiddleClass,Left,TrustNone,0,0,0,1,1,1,2,1,2,1,3,5,1,3,4,1,2,3,91,4,7
338,184414252,1,WorkingClass,Center,TrustNone,1,0,0,0,2,3,1,2,3,3,1,1,3,2,4,1,9,1,68,4,6
339,307370159,3,MiddleClass,Left,TrustAll,1,0,0,1,1,2,2,1,2,2,3,1,2,5,2,1,3,2,80,4,7
340,279362315,1,WorkingClass,Refused/DNt,TrustNone,0,0,0,0,2,2,3,2,3,3,1,15,1,97,4,2,9,3,74,5,7
341,111737352,1,UpperClass,Center,Other,1,0,0,0,2,2,1,2,3,3,1,1,5,2,4,1,2,3,85,5,2
342,297046177,3,WorkingClass,Refused/DNt,TrustNone,0,0,1,0,2,3,1,1,3,1,3,5,3,1,4,1,2,3,69,6,4
343,409773519,1,WorkingClass,FarRight,TrustTrad,0,0,0,1,1,2,2,2,3,1,1,10,3,3,4,2,3,3,10,4,8
344,267063337,3,MiddleClass,Right,TrustAll,0,0,0,1,1,1,2,1,1,2,3,0,2,10,4,1,1,1,81,5,2
345,54550554,3,LowerMiddle,Center,TrustTrad,0,0,0,1,1,2,2,2,2,2,3,2,2,9,4,1,2,1,22,4,7
346,62575994,3,UpperMiddleClass,Left,TrustAll,0,0,0,1,1,1,1,1,2,1,3,12,4,3,2,2,2,2,35,4,1
347,429042164,1,MiddleClass,Center,TrustTrad,0,0,0,1,1,2,2,1,2,1,1,6,3,7,1,1,2,2,47,2,4
348,368297366,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,1,2,2,3,11,2,5,3,1,3,2,39,3,6
349,404076710,3,MiddleClass,Center,TrustTrad,0,0,0,1,1,2,2,1,3,2,3,13,5,7,3,1,3,2,84,6,7
350,105540078,1,WorkingClass,Left,TrustNone,1,0,0,0,2,2,2,2,3,2,1,4,9,98,4,1,3,3,99,4,7
351,306804129,3,UpperMiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,1,1,1,3,15,2,3,3,1,3,3,93,3,6
352,281383041,3,MiddleClass,Left,Other,1,0,0,1,2,2,2,2,2,3,3,19,2,4,4,1,3,2,34,3,3
353,107899021,2,WorkingClass,FarRight,TrustNone,0,0,0,0,2,1,2,3,2,2,2,8,9,6,2,1,3,3,45,4,7
354,442601542,3,WorkingClass,Left,TrustNone,0,0,0,1,1,2,2,1,1,1,3,0,9,4,3,1,2,3,40,6,7
355,75384041,3,LowerMiddle,Left,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,5,4,4,3,1,1,2,63,6,3
356,246889405,3,LowerMiddle,Left,TrustNone,0,0,0,0,2,1,1,2,1,2,3,12,4,1,2,1,3,3,18,3,3
357,75869369,3,UpperClass,Right,TrustNone,0,0,0,0,2,2,3,2,2,1,3,3,3,5,3,2,9,2,37,1,7
358,246635241,5,WorkingClass,Center,TrustTrad,0,0,0,0,2,1,2,2,3,3,5,3,2,5,3,1,2,2,64,2,6
359,53359983,3,LowerMiddle,Center,TrustAll,0,0,0,1,1,1,2,1,3,1,3,12,3,1,3,1,3,2,81,6,6
360,431868904,1,WorkingClass,Refused/DNt,TrustNone,0,0,0,0,2,2,3,1,3,2,1,16,4,10,3,1,2,1,23,4,7
361,154440014,3,MiddleClass,Left,TrustAll,0,0,0,1,1,1,1,1,2,2,3,0,2,6,3,1,2,1,23,3,3
362,323534545,3,WorkingClass,Right,TrustWebOnly,1,0,0,1,2,3,2,2,1,1,3,21,2,9,4,1,3,3,48,1,2
363,291609718,3,WorkingClass,Center,TrustTrad,0,0,0,1,1,2,2,2,2,1,3,6,1,3,2,2,3,2,25,5,8
364,103426898,3,MiddleClass,Center,TrustTrad,0,0,0,1,2,1,2,1,3,1,3,4,1,6,3,1,3,2,46,3,1
365,105736687,3,WorkingClass,Center,TrustNone,1,0,0,0,2,2,1,2,3,3,3,4,2,5,4,1,1,1,53,3,6
366,188605072,3,MiddleClass,Left,TrustNone,0,0,0,1,1,2,2,1,2,1,3,4,2,98,4,1,1,1,41,4,3
367,464553044,3,MiddleClass,FarLeft,TrustAll,0,0,0,1,2,1,2,1,1,2,3,9,9,2,4,1,2,2,68,2,3
368,229602086,3,MiddleClass,Right,TrustTrad,0,0,0,1,1,2,2,2,2,2,3,0,5,2,3,1,3,2,39,5,6
369,298242243,3,LowerMiddle,FarLeft,TrustTrad,0,0,0,1,1,2,2,2,1,1,3,4,4,5,4,1,3,2,21,1,3
370,264382007,1,WorkingClass,Center,TrustAll,1,0,0,1,2,2,2,2,3,3,1,0,3,6,3,2,3,2,66,5,5
371,466257218,3,MiddleClass,Left,TrustTrad,0,0,0,1,2,3,2,1,2,1,3,4,4,4,2,1,2,3,57,5,7
372,436157932,1,UpperMiddleClass,Right,TrustTrad,0,0,0,1,1,2,2,2,3,2,1,5,5,5,3,1,1,2,48,2,7
373,471717449,2,MiddleClass,FarLeft,TrustNone,0,0,0,0,2,2,2,2,1,2,2,3,4,1,1,1,2,3,61,6,1
374,294032548,2,LowerMiddle,Refused/DNt,TrustNone,0,0,0,0,3,2,1,2,3,2,2,2,2,98,2,2,2,3,61,6,7
375,207961820,1,WorkingClass,Center,TrustTrad,0,0,0,1,2,2,1,1,1,2,1,5,2,3,3,1,2,3,56,2,5
376,315325939,3,MiddleClass,Left,TrustAll,0,0,0,1,1,2,1,1,2,1,3,12,3,6,2,1,3,2,41,6,1
377,290439828,1,LowerMiddle,FarRight,TrustNone,0,0,0,0,2,2,2,2,3,3,1,1,9,5,2,1,3,3,98,4,4
378,463532609,3,UpperMiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,1,1,1,3,10,1,3,2,1,1,2,72,5,1
379,293997839,3,WorkingClass,FarRight,TrustAll,0,0,0,0,2,2,2,2,3,2,3,1,9,6,3,1,2,2,62,6,4
380,343101282,8,LowerMiddle,Right,TrustAll,0,0,0,1,2,3,2,2,2,1,8,1,2,5,4,1,2,3,91,5,7
381,129513542,3,UpperMiddleClass,Center,TrustNone,1,0,0,1,1,2,1,1,3,1,3,4,2,6,2,2,1,2,24,5,8
382,166656919,3,LowerMiddle,Left,TrustNone,0,0,0,1,3,1,1,1,3,3,3,10,4,1,4,1,3,3,71,4,4
383,216230767,4,WorkingClass,Refused/DNt,TrustWebOnly,0,0,0,1,2,2,2,2,3,1,4,3,9,5,1,1,2,1,97,2,6
384,188644339,1,LowerMiddle,Center,TrustTrad,0,0,0,0,1,2,2,2,3,3,1,17,9,4,3,2,9,3,69,2,4
385,64474422,3,UpperMiddleClass,Left,TrustTrad,0,0,0,1,2,1,2,1,2,1,3,0,4,3,4,1,2,3,58,2,3
386,293019809,3,MiddleClass,Right,TrustTrad,0,0,0,1,1,1,1,1,1,1,3,20,1,7,2,1,2,2,74,1,7
387,279559042,3,MiddleClass,Center,TrustTrad,0,0,0,1,1,2,2,2,1,1,3,0,2,6,3,1,3,3,86,2,4
388,267035225,1,MiddleClass,FarRight,TrustTrad,0,0,0,1,1,1,2,1,2,1,1,3,2,2,3,2,2,2,24,1,2
389,286705639,3,MiddleClass,Center,TrustAll,0,0,0,1,1,1,2,2,2,1,3,2,2,3,3,1,2,1,73,4,1
390,452024490,3,MiddleClass,Left,TrustTrad,0,0,0,1,2,1,1,1,1,1,3,3,2,3,4,1,1,2,75,4,3
391,153866212,3,WorkingClass,Center,TrustAll,0,0,0,1,3,2,3,2,3,3,3,2,9,98,4,2,9,3,100,6,4
392,423553244,3,WorkingClass,Center,TrustNone,1,0,0,0,2,2,1,1,3,3,3,3,9,6,3,1,2,3,70,4,7
393,372340311,2,WorkingClass,Center,TrustWebOnly,1,0,0,0,2,1,1,2,3,2,2,1,3,3,1,1,2,3,84,4,6
394,77160797,3,MiddleClass,Center,TrustTrad,0,0,0,1,2,1,1,2,2,1,3,2,2,5,4,1,2,3,99,2,6
395,449703467,1,WorkingClass,Refused/DNt,TrustAll,0,0,0,1,2,2,2,2,3,3,1,3,1,97,4,1,2,3,66,3,3
396,71773372,1,WorkingClass,FarRight,TrustNone,1,0,0,0,2,2,3,3,3,3,1,19,9,5,4,1,9,3,96,2,6
397,369270299,3,WorkingClass,Left,TrustNone,0,0,0,0,2,3,1,2,2,3,3,3,9,5,4,1,3,3,84,5,4
398,433597871,3,UpperMiddleClass,Right,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,15,2,6,4,2,1,2,66,2,8
399,294083354,3,WorkingClass,Right,TrustWebOnly,0,0,0,0,3,1,1,2,3,2,3,16,2,6,3,2,3,1,29,6,1
400,231379876,3,WorkingClass,FarRight,TrustTrad,0,0,0,1,1,1,2,2,2,1,3,16,4,9,2,1,1,2,63,4,1
401,242911466,1,LowerMiddle,Center,TrustAll,0,0,0,0,3,2,3,2,2,1,1,0,2,98,4,1,1,3,101,4,8
402,45550372,3,LowerMiddle,FarRight,TrustTrad,0,0,0,1,1,2,2,3,3,1,3,12,3,5,4,1,3,3,94,6,7
403,395069347,1,LowerMiddle,Center,TrustAll,0,0,0,1,1,1,1,1,2,1,1,11,3,4,3,1,2,2,42,5,8
404,161608161,4,WorkingClass,Left,TrustAll,0,0,0,1,1,1,1,1,2,2,4,17,2,3,3,1,2,3,62,5,4
405,389830928,2,LowerMiddle,Center,TrustTrad,0,0,0,1,1,1,2,1,2,2,2,13,2,5,2,1,3,3,31,2,8
406,487482390,3,MiddleClass,Left,TrustAll,1,0,0,1,3,2,3,2,2,2,3,4,1,5,4,1,9,2,18,2,8
